id,heroname_en,heroname_ja,slug,URL,Icon,wp_id
s2_triton,Triton,トリトン,triton,https://bbcamp.info/herodb/triton,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Triton.jpg,9206
s2_skyllaros,Atomos,アトモス,atomos,https://bbcamp.info/herodb/atomos,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Atomos.jpg,9122
s2_ariel,Ariel,アリエル,ariel,https://bbcamp.info/herodb/ariel,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ariel.jpg,9097
s2_poseidon,Poseidon,ポセイドン,poseidon,https://bbcamp.info/herodb/poseidon,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Poseidon.jpg,9148
s2_fiji_mermaid,Gill-Ra,ギルラ,gill-ra,https://bbcamp.info/herodb/gill-ra,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gill-Ra.jpg,9318
s2_merwoman,Melia,メリア,melia,https://bbcamp.info/herodb/melia,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Melia.jpg,9307
s2_merman,Mnesseus,ムネセウス,mnesseus,https://bbcamp.info/herodb/mnesseus,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mnesseus.jpg,9353
s2_straw_demon,Namahage,ナマハゲ,namahage,https://bbcamp.info/herodb/namahage,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Namahage.jpg,9265
s2_atlantean_robot,Gadeirus,ガデイルス,gadeirus,https://bbcamp.info/herodb/gadeirus,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gadeirus.jpg,9223
s2_croc_man,Gato,ガトー,gato,https://bbcamp.info/herodb/gato,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gato.jpg,9277
s2_lantern_ghost,Chochin,チョチン,chochin,https://bbcamp.info/herodb/chochin,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Chochin.jpg,9317
forest_god_gregorion,Gregorion,グレゴリオン,gregorion,https://bbcamp.info/herodb/gregorion,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gregorion.jpg,9117
holy_god_drake_lee,Drake Fong,ドレイクフォン,drake_fong,https://bbcamp.info/herodb/drake_fong,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Drake_Fong.jpg,9145
fables_boss_wolf,Boss Wolf,ボスウルフ,boss_wolf,https://bbcamp.info/herodb/boss_wolf,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Boss_Wolf.jpg,9170
fables_red_hood,Red Hood,赤ずきん,red_hood,https://bbcamp.info/herodb/red_hood,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Red_Hood.jpg,9067
fables_hansel,Hansel,ヘンゼル,hansel,https://bbcamp.info/herodb/hansel,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Hansel.jpg,9222
fables_gretel,Gretel,グレーテル,gretel,https://bbcamp.info/herodb/gretel,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gretel.jpg,9238
fables_rumpelstiltskin,Rumpelstiltskin,ルンペルシュティルツヒェン,rumpelstiltskin,https://bbcamp.info/herodb/rumpelstiltskin,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rumpelstiltskin.jpg,9091
sand_horse,Hisan,ヒサン,hisan,https://bbcamp.info/herodb/hisan,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Hisan.jpg,9352
sand_tower,Jabbar,ジャバー,jabbar,https://bbcamp.info/herodb/jabbar,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jabbar.jpg,9250
sand_soldier,Arman,アーマン,arman,https://bbcamp.info/herodb/arman,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Arman.jpg,9306
sand_vizier,Gafar,ガファー,gafar,https://bbcamp.info/herodb/gafar,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gafar.jpg,9251
sand_king,Yunan,ユナン,yunan,https://bbcamp.info/herodb/yunan,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Yunan.jpg,9116
sand_queen,Rana,ラナ,rana,https://bbcamp.info/herodb/rana,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rana.jpg,9144
dark_god_september,Khiona,キオナ,khiona,https://bbcamp.info/herodb/khiona,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Khiona.jpg,9171
ice_god_october,Aegir,イーギル,aegir,https://bbcamp.info/herodb/aegir,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Aegir.jpg,9093
vampire_lord,Vlad,ヴラッド,vlad,https://bbcamp.info/herodb/vlad,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vlad.jpg,9319
vampire_queen,Valeria,ヴァレリア,valeria,https://bbcamp.info/herodb/valeria,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Valeria.jpg,9208
vampire_king,Victor,ヴィクター,victor,https://bbcamp.info/herodb/victor,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Victor.jpg,9173
fire_god_zimkitha,Zimkitha,ジムキサ,zimkitha,https://bbcamp.info/herodb/zimkitha,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Zimkitha.jpg,9068
forest_god_evelyn,Evelyn,イヴェリン,evelyn,https://bbcamp.info/herodb/evelyn,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Evelyn.jpg,9119
wonderland_alice,Alice,アリス,alice,https://bbcamp.info/herodb/alice,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Alice.jpg,9096
wonderland_queen,Queen of Hearts,ハートの女王,queen_of_hearts,https://bbcamp.info/herodb/queen_of_hearts,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Queen_of_Hearts.jpg,9071
wonderland_captain,Captain of Diamonds,キャプテンダイヤモンド,captain_of_diamonds,https://bbcamp.info/herodb/captain_of_diamonds,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Captain_of_Diamonds.jpg,9209
wonderland_cheshire_cat,Cheshire Cat,チェシャ猫,cheshire_cat,https://bbcamp.info/herodb/cheshire_cat,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Cheshire_Cat.jpg,9254
wonderland_hatter,The Hatter,ハッター,the_hatter,https://bbcamp.info/herodb/the_hatter,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/The_Hatter.jpg,9121
christmas_elf,Buddy,バディ,buddy,https://bbcamp.info/herodb/buddy,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Buddy.jpg,9225
christmas_mrs_claus,Mother North,マザーノース,mother-north,https://bbcamp.info/herodb/mother_north,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mother_North.jpg,9120
christmas_santa,Santa Claus,サンタクロース,santa2laus,https://bbcamp.info/herodb/santa_claus,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Santa_Claus.jpg,9070
christmas_reindeer,Rudolph,ルドルフ,rudolph,https://bbcamp.info/herodb/rudolph,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rudolph.jpg,9266
holy_god_onatel,Onatel,オナテル,onatel,https://bbcamp.info/herodb/onatel,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Onatel.jpg,9147
dark_god_kunchen,Kunchen,クンチェン,kunchen,https://bbcamp.info/herodb/kunchen,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kunchen.jpg,9175
ice_god_frida,Frida,フリーダ,frida,https://bbcamp.info/herodb/frida,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frida.jpg,9098
fire_god_anzogh,Anzogh,アンゾー,anzogh,https://bbcamp.info/herodb/anzogh,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Anzogh.jpg,9074
forest_god_elinor,Margaret,マーガレット,margaret,https://bbcamp.info/herodb/margaret,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Margaret.jpg,9123
holy_god_ranvir,Ranvir,ランヴィル,ranvir,https://bbcamp.info/herodb/ranvir,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ranvir.jpg,9149
dark_god_seshat,Seshat,セシャット,seshat,https://bbcamp.info/herodb/seshat,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Seshat.jpg,9177
ice_god_miki,Miki,ミキ,miki,https://bbcamp.info/herodb/miki,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Miki.jpg,9095
s2_chameleon_bruiser,Muggy,マギー,muggy,https://bbcamp.info/herodb/muggy,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Muggy.jpg,9354
s2_ursena,Ursena,ウルセナ,ursena,https://bbcamp.info/herodb/ursena,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ursena.jpg,9176
pirate_commodore_finley,Finley,フィンリー,finley,https://bbcamp.info/herodb/finley,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Finley.jpg,9094
pirate_marie_therese,Marie-Thérèse,マリア・テレジア,marie-therese,https://bbcamp.info/herodb/marie-therese,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Marie-Therese.jpg,9180
fire_god_nadnog,Grazul,グラズル,grazul,https://bbcamp.info/herodb/grazul,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Grazul.jpg,9073
guardian_chameleon,Guardian Chameleon,ガーディアンカメレオン,guardian_chameleon,https://bbcamp.info/herodb/guardian_chameleon,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Chameleon.jpg,9128
forest_god_kingston,Kingston,キングストン,kingston,https://bbcamp.info/herodb/kingston,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kingston.jpg,9125
knights_black_knight,Black Knight,ブラックナイト,black_knight,https://bbcamp.info/herodb/black_knight,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Black_Knight.jpg,9072
knights_lady_of_the_lake,Lady of the Lake,湖の麗人,lady_of_the_lake,https://bbcamp.info/herodb/lady_of_the_lake,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lady_of_the_Lake.jpg,9124
fables_puss_in_boots,Puss in Boots,長靴をはいた猫,puss_in_boots,https://bbcamp.info/herodb/puss_in_boots,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Puss_in_Boots.jpg,9075
guardian_gazelle,Guardian Gazelle,ガーディアンガゼル,guardian_gazelle,https://bbcamp.info/herodb/guardian_gazelle,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Gazelle.jpg,9154
fables_snow_white,Snow White,雪白姫,snow_white,https://bbcamp.info/herodb/snow_white,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Snow_White.jpg,9101
wonderland_jabberwocky,Jabberwock,ジャッバーワック,jabberwock,https://bbcamp.info/herodb/jabberwock,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jabberwock.jpg,9178
wonderland_white_rabbit,White Rabbit,白ウサギ,white_rabbit,https://bbcamp.info/herodb/white_rabbit,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/White_Rabbit.jpg,9153
pirate_vodnik,Vodnik,ヴォドニク,vodnik,https://bbcamp.info/herodb/vodnik,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vodnik.jpg,9278
wonderland_bear,Shrubbear,シュラブベアー,shrubbear,https://bbcamp.info/herodb/shrubbear,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Shrubbear.jpg,9355
guardian_bat,Guardian Bat,ガーディアンバット,guardian_bat,https://bbcamp.info/herodb/guardian_bat,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Bat.jpg,9320
knights_bauchan,Bauchan,バウチャン,bauchan,https://bbcamp.info/herodb/bauchan,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bauchan.jpg,9267
fables_pixie,Pixie,ピクシー,pixie,https://bbcamp.info/herodb/pixie,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Pixie.jpg,9308
holy_god_neith,Neith,ネイス,neith,https://bbcamp.info/herodb/neith,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Neith.jpg,9150
dark_god_grimble,Grimble,グリンブル,grimble,https://bbcamp.info/herodb/grimble,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Grimble.jpg,9181
ice_god_vela,Vela,ヴェラ,vela,https://bbcamp.info/herodb/vela,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vela.jpg,9102
fire_god_jean_francois,Jean-François,ジーン・フランソア,jean-francois,https://bbcamp.info/herodb/jean-francois,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jean-Francois.jpg,9076
s3_heimdall,Heimdall,ヘインダール,heimdall,https://bbcamp.info/herodb/heimdall,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Heimdall.jpg,9130
s3_ratatoskr,Ratatoskr,ラタトスク,ratatoskr,https://bbcamp.info/herodb/ratatoskr,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ratatoskr.jpg,9131
s3_jott,Jott,ジョット,jott,https://bbcamp.info/herodb/jott,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jott.jpg,9214
s3_sudri,Sudri,スーリ,sudri,https://bbcamp.info/herodb/sudri,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sudri.jpg,9271
forest_god_telluria,Telluria,テルリア,telluria,https://bbcamp.info/herodb/telluria,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Telluria.jpg,9129
s3_grevle,Grevle,グレブル,grevle,https://bbcamp.info/herodb/grevle,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Grevle.jpg,9363
s3_baldur,Baldur,バルドル,baldur,https://bbcamp.info/herodb/baldur,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Baldur.jpg,9079
s3_nordri,Nordri,ノルドリ,nordri,https://bbcamp.info/herodb/nordri,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Nordri.jpg,9280
s3_tyr,Tyr,ター,tyr,https://bbcamp.info/herodb/tyr,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Tyr.jpg,9077
s3_sif,Sif,シフ,sif,https://bbcamp.info/herodb/sif,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sif.jpg,9157
s3_mireweave,Mireweave,ミーレウィーブ,mireweave,https://bbcamp.info/herodb/mireweave,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mireweave.jpg,9211
s3_jarvur,Jarvur,ジャルヴァル,jarvur,https://bbcamp.info/herodb/jarvur,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jarvur.jpg,9283
s3_mist,Mist,ミスト,mist,https://bbcamp.info/herodb/mist,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mist.jpg,9241
s3_brynhild,Brynhild,ブリンヒルド,brynhild,https://bbcamp.info/herodb/brynhild,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Brynhild.jpg,9228
s3_shadereave,Shadereave,シェイドリーヴ,shadereave,https://bbcamp.info/herodb/shadereave,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Shadereave.jpg,9201
s3_freya,Freya,フレヤ,freya,https://bbcamp.info/herodb/freya,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Freya.jpg,9182
s3_ei_dunn,Ei-Dunn,エイダン,ei-dunn,https://bbcamp.info/herodb/ei-dunn,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ei-Dunn.jpg,9269
s3_agnes,Agnes,アグネス,agnes,https://bbcamp.info/herodb/agnes,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Agnes.jpg,9311
s3_gullinbursti,Gullinbursti,グリンバースティ,gullinbursti,https://bbcamp.info/herodb/gullinbursti,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gullinbursti.jpg,9243
s3_anwindr,An-Windr,アンウィンドル,an-windr,https://bbcamp.info/herodb/an-windr,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/An-Windr.jpg,9326
s3_fura,Fura,フーラ,fura,https://bbcamp.info/herodb/fura,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Fura.jpg,9257
s3_almur,Almur,アルマー,almur,https://bbcamp.info/herodb/almur,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Almur.jpg,9232
s3_bjorn,Bjorn,ビョルン,bjorn,https://bbcamp.info/herodb/bjorn,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bjorn.jpg,9322
s3_kvasir,Kvasir,クヴァシル,kvasir,https://bbcamp.info/herodb/kvasir,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kvasir.jpg,9310
s3_stonecleave,Stonecleave,ストーンクリーブ,stonecleave,https://bbcamp.info/herodb/stonecleave,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Stonecleave.jpg,9258
s3_sumle,Sumle,サムル,sumle,https://bbcamp.info/herodb/sumle,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sumle.jpg,9200
s3_by_ulf,By-Ulf,バイウルフ,by-ulf,https://bbcamp.info/herodb/by-ulf,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/By-Ulf.jpg,9357
s3_alfrike,Alfrike,アルフライク,alfrike,https://bbcamp.info/herodb/alfrike,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Alfrike.jpg,9184
s3_norns,Norns,ノルン,norns,https://bbcamp.info/herodb/norns,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Norns.jpg,9156
s3_fenrir,Fenrir,フェンリル,fenrir,https://bbcamp.info/herodb/fenrir,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Fenrir.jpg,9103
holy_god_malosi,Malosi,マロシ,malosi,https://bbcamp.info/herodb/malosi,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Malosi.jpg,9155
dark_god_clarissa,Clarissa,クラリッサ,clarissa,https://bbcamp.info/herodb/clarissa,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Clarissa.jpg,9185
ice_god_raffaele,Raffaele,ラファエッレ,raffaele,https://bbcamp.info/herodb/raffaele,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Raffaele.jpg,9105
s3_skadi,Skadi,スカジ,skadi,https://bbcamp.info/herodb/skadi,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Skadi.jpg,9106
easter_chick_jr,Chick Jr.,チックJr.,chick_jr,https://bbcamp.info/herodb/chick_jr.,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Chick_Jr..jpg,9281
easter_lady_woolerton,Lady Woolerton,レディウーレートン,lady_woolerton,https://bbcamp.info/herodb/lady_woolerton,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lady_Woolerton.jpg,9242
easter_sir_roostley,Sir Roostley,サールーストリー,sir_roostley,https://bbcamp.info/herodb/sir_roostley,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sir_Roostley.jpg,9158
easter_killhare,Killhare,キルハイア,killhare,https://bbcamp.info/herodb/killhare,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Killhare.jpg,9183
hidden_dark_god_myztero,Myztero,ミズテロ,myztero,https://bbcamp.info/herodb/myztero,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Myztero.jpg,9188
s3_gefjon,Gefjon,ゲフジョン,gefjon,https://bbcamp.info/herodb/gefjon,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gefjon.jpg,13512
s3_frigg,Frigg,フリッグ,frigg,https://bbcamp.info/herodb/frigg,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frigg.jpg,10007
s3_odin,Odin,オーディン,odin,https://bbcamp.info/herodb/odin,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Odin.jpg,13514
s3_loki_fish,Salmon Loki,サルモン・ロキ,salmon_loki,https://bbcamp.info/herodb/salmon_loki,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Salmon_Loki.jpg,33428
sand_roc,Roc,ロク,roc,https://bbcamp.info/herodb/roc,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Roc.jpg,9159
s3_loki_female,Lady Loki,レディー・ロキ,lady_loki,https://bbcamp.info/herodb/lady_loki,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lady_Loki.jpg,21342
s3_thor,Thor,トール,thor,https://bbcamp.info/herodb/thor,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Thor.jpg,13479
holy_god_bai_yeong,Bai Yeong,バイヨン,bai_yeong,https://bbcamp.info/herodb/bai_yeong,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bai_Yeong.jpg,10349
forest_god_zocc,Zocc,ゾック,zocc,https://bbcamp.info/herodb/zocc,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Zocc.jpg,9134
fire_god_noor,Noor,ノア,noor,https://bbcamp.info/herodb/noor,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Noor.jpg,9080
s3_bera,Bera,ベラ,bera,https://bbcamp.info/herodb/bera,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bera.jpg,12807
dark_god_zulag,Zulag,ズーラグ,zulag,https://bbcamp.info/herodb/zulag,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Zulag.jpg,13383
ice_god_glenda,Glenda,グレンダ,glenda,https://bbcamp.info/herodb/glenda,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Glenda.jpg,13510
fire_god_reuben,Reuben,ルーベン,reuben,https://bbcamp.info/herodb/reuben,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Reuben.jpg,13511
s3_loki_male,Lord Loki,ロード・ロキ,lord_loki,https://bbcamp.info/herodb/lord_loki,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lord_Loki.jpg,13513
ninja_onyx,Onyx,オニクス,onyx,https://bbcamp.info/herodb/onyx,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Onyx.jpg,13500
ninja_mica,Mica,ミカ,mica,https://bbcamp.info/herodb/mica,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mica.jpg,13501
ninja_garnet,Garnet,ガーネット,garnet,https://bbcamp.info/herodb/garnet,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Garnet.jpg,13502
ninja_jade,Jade,ジェイド,jade,https://bbcamp.info/herodb/jade,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jade.jpg,13498
ninja_cobalt,Cobalt,コバルト,cobalt,https://bbcamp.info/herodb/cobalt,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Cobalt.jpg,13499
ninja_shale,Shale,シェール,shale,https://bbcamp.info/herodb/shale,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Shale.jpg,13505
ninja_sapphire,Sapphire,サファイア,sapphire,https://bbcamp.info/herodb/sapphire,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sapphire.jpg,13504
ninja_ametrine,Ametrine,アメトリン,ametrine,https://bbcamp.info/herodb/ametrine,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ametrine.jpg,13503
halloween_frank,Frank,フランク,frank,https://bbcamp.info/herodb/frank,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frank.jpg,13506
halloween_francine,Francine,フランシーン,francine,https://bbcamp.info/herodb/francine,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Francine.jpg,13507
halloween_vanda,Vanda,ヴァンダ,vanda,https://bbcamp.info/herodb/vanda,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vanda.jpg,13508
halloween_jack,Jack,ジャック,jack,https://bbcamp.info/herodb/jack,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jack.jpg,13509
christmas_carol,Carol,聖歌,carol,https://bbcamp.info/herodb/carol,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Carol.jpg,17134
christmas_frosty,Frosty,フロスティ,frosty,https://bbcamp.info/herodb/frosty,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frosty.jpg,17135
christmas_krampus,Krampus,クランパス,krampus,https://bbcamp.info/herodb/krampus,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Krampus.jpg,17133
nature_god_bertila,Bertila,バーティラ,bertila,https://bbcamp.info/herodb/bertila,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bertila.jpg,18843
holy_god_uraeus,Uraeus,ウラエウス,uraeus,https://bbcamp.info/herodb/uraeus,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Uraeus.jpg,21017
s4_aouda,Aouda,アウダ,aouda,https://bbcamp.info/herodb/aouda,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Aouda.jpg,24948
s4_captain_nemo,Captain Nemo,キャプテン・ネモ,captain_nemo,https://bbcamp.info/herodb/captain_nemo,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Captain_Nemo.jpg,24949
s4_professor_lidenbrock,Prof. Lidenbrock,ライデンブロック教授,prof-_lidenbrock,https://bbcamp.info/herodb/professor_lidenbrock,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Professor_Lidenbrock.jpg,24955
s4_doctor_moreau,Dr. Moreau,ドクター・モロ,,,,
s4_zenobia,Zenobia,ゼノビア,zenobia,https://bbcamp.info/herodb/zenobia,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Zenobia.jpg,24957
s4_phileas_fogg,Phileas Fogg,フィレアス・フォッグ,phileas_fogg,https://bbcamp.info/herodb/phileas_fogg,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Phileas_Fogg.jpg,24954
villain_toxicandra,Toxicandra,トキサンドラ,toxicandra,https://bbcamp.info/herodb/toxicandra,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Toxicandra.jpg,21324
villain_crystalis,Crystalis,クリスタリス,crystalis,https://bbcamp.info/herodb/crystalis,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Crystalis.jpg,21320
villain_asterius,Asterius,アステリオス,asterius,https://bbcamp.info/herodb/asterius,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Asterius.jpg,21331
villain_karnov,Karnov,カーノフ,karnov,https://bbcamp.info/herodb/karnov,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Karnov.jpg,21323
villain_dark_lord,Dark Lord,暗黒卿,dark_lord,https://bbcamp.info/herodb/dark_lord,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Dark_Lord.jpg,21321
villain_isrod,Isrod,イスロッド,isrod,https://bbcamp.info/herodb/isrod,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Isrod.jpg,21322
villain_ingolf,Ingolf,インゴルフ,ingolf,https://bbcamp.info/herodb/ingolf_,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ingolf.jpg,21325
villain_sanngrior,Sanngrior,サングリオ,sanngrior,https://bbcamp.info/herodb/sanngrior,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sanngrior.jpg,21326
villain_edd,Edd,エッド,edd,https://bbcamp.info/herodb/edd,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Edd.jpg,21327
villain_skrekok,Skrekok,スクレコック,skrekok,https://bbcamp.info/herodb/skrekok,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Skrekok.jpg,21328
dark_god_malicna,Malicna,マリックナ,malicna,https://bbcamp.info/herodb/malicna,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Malicna.jpg,23305
ice_god_frosth,Frosth,フロスト,frosth,https://bbcamp.info/herodb/frosth,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frosth.jpg,24412
s4_lepiota,Lepiota,レピオタ,lepiota,https://bbcamp.info/herodb/lepiota,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lepiota.jpg,24953
s4_akkorog,Akkorog,アコログ,akkorog,https://bbcamp.info/herodb/akkorog,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Akkorog.jpg,24947
